CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Source
PK-04206,Male,No,No,No,37,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,74.14,2772.84,1,Pakistan-Synthetic
PK-05969,Female,No,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),35.47,281.41,0,Pakistan-Synthetic
PK-03726,Female,Yes,No,Yes,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,87.26,4381.08,0,Pakistan-Synthetic
2227-JRSJX,Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4,0,IBM
8608-OZTLB,Male,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.05,2802.3,0,IBM
PK-06371,Female,Yes,Yes,No,64,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.7,5637.6,0,Pakistan-Synthetic
IN-04072,Female,No,Yes,No,22,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.63,1169.1,0,India-Synthetic
IN-00998,Female,No,Yes,Yes,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.02,92.57,0,India-Synthetic
PK-06529,Male,Yes,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),90.31,5107.28,0,Pakistan-Synthetic
PK-01378,Female,No,Yes,No,15,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),47.21,706.92,0,Pakistan-Synthetic
IN-01340,Female,No,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,72.47,1991.64,0,India-Synthetic
IN-03965,Female,No,Yes,No,7,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),56.5,399.41,0,India-Synthetic
7921-LMDFQ,Male,Yes,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,4905.75,0,IBM
PK-05326,Male,No,Yes,Yes,21,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),41.64,865.29,0,Pakistan-Synthetic
IN-00177,Female,Yes,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.85,1600.82,0,India-Synthetic
PK-05273,Male,No,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.31,2838.15,0,Pakistan-Synthetic
IN-02867,Male,No,No,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.76,1129.93,1,India-Synthetic
6131-JLWZM,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,275.4,0,IBM
5989-AXPUC,Female,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.6,7990.05,0,IBM
PK-00537,Female,No,Yes,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,21.09,586.43,0,Pakistan-Synthetic
IN-06584,Male,No,No,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,54.08,2125.09,0,India-Synthetic
IN-04500,Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.4,6833.89,0,India-Synthetic
PK-04272,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,61.71,826.38,1,Pakistan-Synthetic
8838-GPHZP,Female,No,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.6,1298.7,0,IBM
PK-05567,Female,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,62.04,1645.58,1,Pakistan-Synthetic
PK-02161,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.89,210.86,1,Pakistan-Synthetic
PK-02488,Male,No,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),100.93,4022.59,0,Pakistan-Synthetic
PK-03406,Male,No,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.62,3397.06,0,Pakistan-Synthetic
PK-05395,Male,No,Yes,No,5,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,47.16,230.13,1,Pakistan-Synthetic
IN-01716,Female,Yes,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.65,2081.99,0,India-Synthetic
IN-05788,Female,No,Yes,No,14,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,42.81,618.97,0,India-Synthetic
PK-06919,Male,No,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.83,1094.79,1,Pakistan-Synthetic
9693-XMUOB,Male,Yes,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.25,2997.45,0,IBM
9964-WBQDJ,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.4,1725.4,0,IBM
PK-05558,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.38,1449.74,1,Pakistan-Synthetic
1355-KUSBG,Female,No,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,0,IBM
PK-05254,Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,47.09,635.45,0,Pakistan-Synthetic
PK-05755,Male,No,No,Yes,38,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Electronic check,18.63,695.29,0,Pakistan-Synthetic
9626-WEQRM,Female,No,No,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.15,110.05,0,IBM
IN-03287,Male,No,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.74,1739.94,0,India-Synthetic
IN-05333,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.92,105.15,0,India-Synthetic
IN-04987,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,45.13,92.16,1,India-Synthetic
PK-06376,Female,No,Yes,Yes,64,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.09,3626.61,0,Pakistan-Synthetic
PK-04870,Male,No,No,Yes,35,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,55.68,1884.43,1,Pakistan-Synthetic
7975-JMZNT,Male,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,0,IBM
1265-XTECC,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.55,6581.9,1,IBM
4124-MMETB,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,1,IBM
PK-03091,Female,No,No,Yes,52,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),72.35,3678.4,0,Pakistan-Synthetic
6615-ZGEDR,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,1,IBM
PK-03204,Male,No,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,31.71,1335.21,0,Pakistan-Synthetic
IN-05146,Female,No,No,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),84.09,4357.02,0,India-Synthetic
IN-03829,Male,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,63.29,2745.95,1,India-Synthetic
IN-03947,Male,Yes,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,101.26,2884.38,0,India-Synthetic
PK-00979,Male,No,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),99.36,4349.49,0,Pakistan-Synthetic
7710-JSYOA,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,0,IBM
PK-00355,Male,Yes,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),37.58,1105.17,0,Pakistan-Synthetic
IN-06730,Male,No,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),90.07,590.3,0,India-Synthetic
IN-03393,Male,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,65.41,3113.22,0,India-Synthetic
0023-UYUPN,Female,Yes,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,1306.3,0,IBM
IN-01086,Male,No,Yes,No,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,34.87,859.33,1,India-Synthetic
5197-YPYBZ,Female,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,0,IBM
2372-HWUHI,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,IBM
PK-04658,Male,No,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,76.57,1767.1,0,Pakistan-Synthetic
PK-00065,Male,Yes,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.38,381.57,0,Pakistan-Synthetic
6549-NNDYT,Female,No,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,0,IBM
IN-04061,Male,No,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.88,1341.96,0,India-Synthetic
1897-OKVMW,Female,No,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,0,IBM
9402-ORRAH,Female,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,0,IBM
PK-00486,Male,No,Yes,Yes,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),73.92,3588.41,0,Pakistan-Synthetic
9058-MJLZC,Female,No,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,0,IBM
IN-04079,Female,No,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,76.68,3428.45,0,India-Synthetic
PK-02040,Male,No,Yes,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),85.83,3410.66,0,Pakistan-Synthetic
PK-03342,Male,No,No,Yes,40,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,58.43,2238.72,0,Pakistan-Synthetic
PK-00387,Male,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.33,235.04,0,Pakistan-Synthetic
PK-00061,Male,No,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,104.0,6666.08,0,Pakistan-Synthetic
0536-BGFMZ,Female,No,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,563.05,0,IBM
PK-03133,Male,No,Yes,Yes,56,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),57.69,3170.95,1,Pakistan-Synthetic
IN-05174,Female,No,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.9,2295.04,0,India-Synthetic
PK-05129,Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),74.32,4810.52,0,Pakistan-Synthetic
IN-02602,Male,No,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,51.47,1836.96,0,India-Synthetic
6119-SPUDB,Male,No,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.25,1755.35,0,IBM
PK-02607,Female,No,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.68,581.92,1,Pakistan-Synthetic
PK-02245,Female,No,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),83.14,4279.98,1,Pakistan-Synthetic
8849-PRIQJ,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.4,7281.6,0,IBM
2380-DAMQP,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,115.15,8349.7,0,IBM
PK-06050,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,48.88,1213.64,1,Pakistan-Synthetic
IN-06632,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,77.67,3817.31,0,India-Synthetic
3709-OIJEA,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,0,IBM
5481-NTDOH,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),107.05,7142.5,0,IBM
PK-01905,Female,No,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.39,254.91,1,Pakistan-Synthetic
IN-01192,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.11,1295.17,0,India-Synthetic
5336-UFNZP,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,0,IBM
PK-06206,Female,No,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),118.68,6718.48,0,Pakistan-Synthetic
PK-04857,Female,No,No,Yes,4,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,33.32,134.28,1,Pakistan-Synthetic
3417-TSCIC,Male,No,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,0,IBM
0564-JJHGS,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,1,IBM
3199-NPKCN,Female,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,0,IBM
4682-BLBUC,Male,No,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,0,IBM
IN-02568,Male,No,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,67.98,2588.06,1,India-Synthetic
IN-00756,Male,No,Yes,Yes,24,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,53.14,1329.23,1,India-Synthetic
PK-03193,Male,No,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,68.1,3697.04,0,Pakistan-Synthetic
IN-02019,Female,No,No,Yes,15,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),43.63,643.49,0,India-Synthetic
PK-03426,Male,No,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,66.22,811.75,0,Pakistan-Synthetic
PK-00975,Male,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,48.51,1825.04,1,Pakistan-Synthetic
IN-01930,Female,No,Yes,No,39,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.4,2047.07,0,India-Synthetic
PK-00013,Male,No,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,54.3,2392.18,1,Pakistan-Synthetic
2303-PJYHN,Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52.0,0,IBM
PK-03690,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,88.12,4215.11,1,Pakistan-Synthetic
PK-04199,Female,No,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.8,1052.38,0,Pakistan-Synthetic
PK-05586,Male,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.53,762.27,1,Pakistan-Synthetic
PK-00992,Male,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,59.46,959.96,1,Pakistan-Synthetic
IN-02861,Female,No,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,38.62,501.55,0,India-Synthetic
7452-FOLON,Male,No,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,958.45,0,IBM
9470-YFUYI,Male,Yes,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,0,IBM
PK-03445,Male,No,Yes,Yes,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,61.21,3189.83,0,Pakistan-Synthetic
4893-GYUJU,Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,0,IBM
PK-06663,Female,No,Yes,No,51,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.27,3789.66,0,Pakistan-Synthetic
IN-04004,Male,No,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.44,94.84,0,India-Synthetic
PK-02106,Male,No,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,41.72,489.94,1,Pakistan-Synthetic
IN-01897,Male,Yes,Yes,No,14,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),54.68,784.27,1,India-Synthetic
9361-YNQWJ,Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,1601.2,0,IBM
8022-BECSI,Male,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,0,IBM
IN-06686,Female,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,48.24,538.98,1,India-Synthetic
PK-06384,Female,No,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.88,253.43,0,Pakistan-Synthetic
IN-02819,Female,No,Yes,No,32,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,38.61,1229.74,0,India-Synthetic
IN-06864,Female,Yes,Yes,Yes,51,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,52.27,2670.29,0,India-Synthetic
6997-UVGOX,Male,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,6029.9,0,IBM
PK-01379,Female,No,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,76.37,3890.06,1,Pakistan-Synthetic
IN-04082,Female,No,No,Yes,52,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,62.56,3344.2,1,India-Synthetic
IN-02790,Male,No,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.5,1066.07,0,India-Synthetic
PK-05234,Male,No,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,60.66,1198.65,0,Pakistan-Synthetic
IN-04296,Male,No,Yes,Yes,22,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,50.43,1112.77,0,India-Synthetic
IN-04639,Female,No,Yes,No,25,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,29.32,747.4,0,India-Synthetic
PK-00830,Female,No,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.69,1125.31,1,Pakistan-Synthetic
3160-TYXLT,Male,No,No,No,53,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,0,IBM
9581-GVBXT,Male,No,Yes,Yes,59,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,34.8,1980.3,0,IBM
5791-KAJFD,Female,No,Yes,No,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,0,IBM
IN-01715,Male,No,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.14,572.47,1,India-Synthetic
PK-01672,Male,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.36,51.99,1,Pakistan-Synthetic
IN-05341,Female,No,Yes,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.31,579.11,0,India-Synthetic
3190-ITQXP,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,890.35,0,IBM
PK-02254,Male,Yes,No,No,63,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),93.15,5862.14,0,Pakistan-Synthetic
3727-JEZTU,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,0,IBM
7291-CDTMJ,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,0,IBM
IN-04633,Female,No,Yes,No,60,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,60.79,3619.76,0,India-Synthetic
PK-06598,Male,No,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.54,651.46,0,Pakistan-Synthetic
IN-01101,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.85,517.4,1,India-Synthetic
IN-05563,Female,No,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,51.41,1181.32,0,India-Synthetic
5985-TBABQ,Female,No,No,No,32,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.75,2282.95,0,IBM
PK-06540,Female,No,Yes,Yes,54,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),108.85,6017.27,0,Pakistan-Synthetic
PK-02437,Male,No,No,No,45,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,59.67,2744.05,0,Pakistan-Synthetic
PK-02517,Male,No,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.37,757.09,1,Pakistan-Synthetic
4999-IEZLT,Male,No,No,No,66,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,1983.15,0,IBM
PK-03578,Female,Yes,No,No,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,43.75,515.99,1,Pakistan-Synthetic
IN-04890,Male,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.71,433.72,0,India-Synthetic
1641-RQDAY,Female,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,0,IBM
6333-YDVLT,Male,No,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,0,IBM
2815-CPTUL,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.9,1,IBM
PK-05308,Male,No,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,2367.89,1,Pakistan-Synthetic
IN-03396,Female,No,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.6,6409.18,0,India-Synthetic
